,Age,Weight,Duration,Heart_Rate,Body_Temp,Calories
1452,49,96.0,28.0,103.0,40.5,190.0
1453,67,103.0,24.0,103.0,40.9,188.0
1454,22,87.0,22.0,104.0,40.8,120.0
1455,39,79.0,30.0,111.0,41.0,215.0
1457,57,91.0,27.0,108.0,40.8,211.0
1458,31,49.0,28.0,98.0,40.7,153.0
1459,49,104.0,18.0,101.0,40.7,120.0
1460,63,69.0,12.0,89.0,40.0,58.0
1461,26,63.0,3.0,80.0,38.6,10.0
1462,28,91.0,18.0,100.0,40.3,94.0
1463,25,54.0,3.0,76.0,38.4,9.0
1464,51,118.0,4.0,85.0,39.1,19.0
1466,53,57.0,16.0,94.0,40.1,85.0
1467,77,67.0,3.0,83.0,38.4,13.0
1468,20,54.0,10.0,90.0,39.6,44.0
1470,23,68.0,28.0,104.0,41.1,143.0
1471,62,68.0,13.0,88.0,40.1,59.0
1472,25,49.0,18.0,99.0,40.5,99.0
1473,51,100.0,4.0,85.0,38.8,17.0
1474,38,59.0,23.0,104.0,40.5,140.0
1475,37,94.0,2.0,83.0,38.1,6.0
1476,72,93.0,2.0,88.0,38.0,11.0
1477,53,71.0,10.0,101.0,39.5,59.0
1478,37,81.0,26.0,103.0,40.9,148.0
1479,52,100.0,4.0,85.0,38.9,17.0
1480,25,65.0,14.0,88.0,40.1,57.0
1481,51,59.0,24.0,107.0,40.4,160.0
1482,55,104.0,15.0,103.0,40.0,109.0
1483,28,82.0,4.0,87.0,38.7,12.0
1484,23,65.0,29.0,107.0,40.9,159.0
1485,33,70.0,6.0,85.0,39.5,17.0
1486,25,69.0,9.0,95.0,39.5,43.0
1487,41,62.0,4.0,80.0,38.6,14.0
1488,66,92.0,26.0,102.0,40.7,192.0
1489,27,65.0,15.0,98.0,40.1,78.0
1490,41,81.0,12.0,86.0,40.0,42.0
1491,29,69.0,5.0,91.0,38.7,22.0
1492,71,83.0,17.0,100.0,40.0,121.0
1493,77,90.0,10.0,91.0,39.6,62.0
1494,65,65.0,12.0,98.0,39.8,70.0
1495,35,63.0,28.0,117.0,40.9,207.0
1496,68,105.0,24.0,96.0,40.9,164.0
1497,37,56.0,6.0,92.0,39.0,29.0
1498,30,105.0,12.0,101.0,40.0,69.0
1499,42,83.0,2.0,92.0,38.3,9.0
1500,45,96.0,29.0,106.0,40.8,205.0
1501,24,104.0,12.0,103.0,40.4,69.0
1502,38,69.0,17.0,90.0,40.5,76.0
1503,77,68.0,21.0,101.0,40.6,133.0
1504,49,73.0,4.0,89.0,38.8,17.0
1505,51,78.0,20.0,104.0,40.6,133.0
1506,23,72.0,23.0,107.0,40.8,138.0
1507,62,82.0,20.0,104.0,40.6,145.0
1508,20,72.0,10.0,93.0,39.6,44.0
1509,78,92.0,24.0,97.0,40.8,173.0
1510,37,93.0,19.0,91.0,40.5,83.0
1511,48,77.0,2.0,85.0,38.3,7.0
1512,42,59.0,22.0,95.0,40.5,115.0
1513,57,70.0,13.0,84.0,40.2,54.0
1514,34,79.0,19.0,100.0,40.3,100.0
1515,42,59.0,2.0,79.0,38.3,7.0
1516,57,65.0,4.0,79.0,39.1,15.0
1517,21,83.0,26.0,99.0,40.8,119.0
1518,26,56.0,20.0,99.0,40.8,108.0
1519,29,68.0,15.0,92.0,40.6,54.0
1520,43,98.0,2.0,83.0,38.1,7.0
1521,51,87.0,14.0,107.0,40.0,102.0
1522,21,57.0,11.0,92.0,39.8,50.0
1523,26,95.0,16.0,94.0,40.6,69.0
1524,60,58.0,22.0,107.0,40.5,150.0
1525,22,95.0,23.0,109.0,40.5,147.0
1526,39,61.0,14.0,96.0,40.1,73.0
1527,44,62.0,11.0,95.0,39.8,57.0
1528,67,89.0,24.0,107.0,40.7,195.0
1529,68,69.0,26.0,106.0,40.7,197.0
1530,42,58.0,14.0,98.0,40.3,78.0
1531,78,112.0,17.0,104.0,40.3,148.0
1532,69,71.0,24.0,99.0,40.6,159.0
1533,25,71.0,20.0,103.0,40.3,102.0
1534,38,82.0,16.0,98.0,40.2,83.0
1535,63,77.0,1.0,79.0,38.1,4.0
1536,50,76.0,25.0,104.0,40.6,152.0
1537,71,87.0,3.0,82.0,38.4,13.0
1538,21,59.0,24.0,111.0,40.6,157.0
1539,63,76.0,6.0,87.0,39.1,28.0
1540,32,102.0,15.0,100.0,40.4,85.0
1541,30,86.0,4.0,85.0,38.8,12.0
1542,52,99.0,12.0,91.0,39.8,62.0
1543,65,63.0,21.0,102.0,40.4,133.0
1544,45,76.0,8.0,87.0,39.9,33.0
1545,49,73.0,24.0,99.0,40.7,134.0
1546,62,52.0,8.0,87.0,39.5,38.0
1547,58,71.0,11.0,100.0,39.8,65.0
1548,32,58.0,9.0,91.0,39.8,42.0
1549,41,64.0,18.0,101.0,40.6,104.0
1550,21,88.0,30.0,105.0,41.0,167.0
1551,29,57.0,21.0,105.0,40.5,128.0
1552,38,62.0,29.0,105.0,40.9,179.0
1553,59,66.0,6.0,83.0,39.3,25.0
1554,39,90.0,7.0,89.0,39.5,29.0
1555,48,62.0,29.0,110.0,40.6,199.0
1556,36,106.0,20.0,96.0,40.5,107.0
1557,78,78.0,14.0,103.0,40.1,109.0
1558,24,76.0,17.0,100.0,40.4,80.0
1559,20,59.0,10.0,88.0,39.7,41.0
1560,20,80.0,26.0,112.0,40.8,167.0
1561,59,49.0,14.0,97.0,39.8,82.0
1562,77,55.0,5.0,80.0,39.0,21.0
1563,31,77.0,24.0,105.0,40.6,140.0
1564,49,88.0,19.0,98.0,40.0,112.0
1565,40,79.0,15.0,94.0,40.3,72.0
1567,38,56.0,19.0,93.0,40.3,94.0
1568,40,79.0,23.0,101.0,40.5,131.0
1569,27,71.0,10.0,88.0,39.6,40.0
1570,43,66.0,5.0,91.0,39.1,24.0
1571,58,92.0,29.0,108.0,40.9,229.0
1572,32,84.0,28.0,107.0,40.9,177.0
1573,37,64.0,15.0,90.0,40.1,68.0
1574,20,64.0,2.0,75.0,38.2,5.0
1575,20,52.0,10.0,97.0,39.5,51.0
1576,25,98.0,22.0,108.0,40.4,142.0
1577,58,67.0,5.0,82.0,39.2,20.0
1578,69,83.0,5.0,91.0,39.1,28.0
1579,34,80.0,28.0,117.0,41.0,220.0
1580,61,62.0,7.0,83.0,39.7,30.0
1581,60,72.0,6.0,89.0,39.1,28.0
1582,25,83.0,17.0,87.0,40.8,50.0
1583,23,51.0,9.0,91.0,39.7,41.0
1584,63,70.0,12.0,87.0,39.8,55.0
1585,53,67.0,7.0,85.0,39.4,30.0
1586,27,83.0,14.0,88.0,40.2,45.0
1587,28,66.0,6.0,86.0,39.6,23.0
1588,46,91.0,19.0,104.0,40.3,127.0
1589,63,52.0,22.0,94.0,40.8,123.0
1590,20,98.0,30.0,104.0,41.0,168.0
1591,25,103.0,24.0,103.0,40.8,139.0
1592,62,62.0,3.0,84.0,38.3,13.0
1593,43,73.0,21.0,104.0,40.6,129.0
1594,75,98.0,26.0,103.0,40.9,210.0
1595,43,83.0,25.0,99.0,41.1,141.0
1596,41,65.0,22.0,100.0,40.8,124.0
1597,79,87.0,5.0,87.0,39.1,28.0
1598,20,75.0,5.0,87.0,38.6,13.0
1599,29,74.0,26.0,105.0,40.7,147.0
1600,71,62.0,16.0,100.0,40.6,99.0
1601,32,77.0,4.0,81.0,38.8,13.0
1602,74,59.0,7.0,89.0,39.3,36.0
1603,50,68.0,25.0,101.0,40.8,147.0
1604,20,52.0,14.0,102.0,40.4,79.0
1605,61,92.0,24.0,99.0,40.5,160.0
1606,65,54.0,13.0,85.0,40.3,60.0
1607,35,69.0,14.0,97.0,40.3,72.0
1608,37,68.0,25.0,97.0,41.1,118.0
1609,34,75.0,14.0,93.0,40.0,65.0
1610,57,76.0,23.0,101.0,40.9,148.0
1611,73,103.0,17.0,101.0,39.9,133.0
1612,54,75.0,30.0,108.0,40.7,220.0
1613,46,85.0,16.0,96.0,40.5,86.0
1614,69,101.0,23.0,109.0,40.6,202.0
1615,44,61.0,5.0,82.0,38.9,19.0
1616,71,61.0,21.0,102.0,40.6,135.0
1617,37,111.0,20.0,98.0,40.3,116.0
1618,26,104.0,24.0,98.0,40.8,123.0
1619,71,77.0,16.0,100.0,40.1,96.0
1620,54,68.0,6.0,82.0,39.2,23.0
1621,64,92.0,9.0,82.0,39.6,38.0
1622,44,65.0,6.0,83.0,39.2,23.0
1623,58,57.0,21.0,106.0,40.4,141.0
1624,26,56.0,20.0,98.0,40.1,106.0
1625,30,55.0,10.0,83.0,39.7,38.0
1626,43,113.0,7.0,81.0,39.4,25.0
1627,21,88.0,12.0,97.0,39.9,52.0
1628,26,91.0,6.0,87.0,39.0,19.0
1629,31,97.0,19.0,101.0,40.4,107.0
1630,54,57.0,26.0,102.0,41.1,161.0
1631,64,84.0,20.0,102.0,40.4,142.0
1632,46,73.0,5.0,85.0,39.1,20.0
1633,77,77.0,7.0,82.0,39.4,29.0
1635,34,81.0,5.0,77.0,39.4,9.0
1636,51,73.0,3.0,77.0,38.8,10.0
1637,66,52.0,25.0,96.0,40.8,146.0
1638,32,87.0,2.0,83.0,38.2,6.0
1639,29,76.0,22.0,109.0,40.4,139.0
1640,24,83.0,22.0,105.0,40.4,124.0
1641,63,69.0,24.0,101.0,40.7,146.0
1642,45,70.0,6.0,86.0,39.3,25.0
1643,24,66.0,17.0,93.0,40.5,78.0
1644,73,61.0,27.0,99.0,40.7,166.0
1645,22,77.0,6.0,81.0,39.3,11.0
1646,61,60.0,3.0,88.0,38.5,14.0
1647,48,82.0,15.0,96.0,40.2,81.0
1648,74,93.0,9.0,89.0,39.7,52.0
1649,26,56.0,21.0,101.0,40.5,118.0
1650,40,78.0,19.0,103.0,40.4,114.0
1651,28,63.0,23.0,106.0,40.7,140.0
1652,61,62.0,2.0,79.0,38.2,8.0
1654,36,54.0,26.0,105.0,40.6,162.0
1655,65,65.0,14.0,94.0,39.9,76.0
1656,55,93.0,14.0,97.0,40.2,86.0
1657,69,107.0,24.0,111.0,41.3,221.0
1658,30,69.0,13.0,92.0,39.9,47.0
1659,24,71.0,30.0,106.0,41.0,177.0
1660,61,65.0,19.0,92.0,40.6,98.0
1661,57,113.0,29.0,116.0,41.0,276.0
1662,50,73.0,17.0,100.0,40.0,97.0
1663,78,77.0,28.0,105.0,40.8,226.0
1664,50,62.0,15.0,98.0,40.0,84.0
1665,72,98.0,29.0,111.0,40.8,266.0
1666,51,105.0,7.0,86.0,39.6,32.0
1667,21,73.0,3.0,93.0,38.2,13.0
1668,21,44.0,13.0,97.0,40.0,68.0
1669,25,79.0,27.0,90.0,40.7,111.0
1670,27,66.0,9.0,94.0,39.8,43.0
1671,50,94.0,29.0,104.0,40.9,202.0
1672,21,57.0,17.0,96.0,40.4,85.0
1673,35,100.0,16.0,106.0,40.3,107.0
1674,52,74.0,11.0,98.0,39.7,63.0
1675,29,93.0,13.0,90.0,39.8,50.0
1676,24,62.0,18.0,108.0,40.5,112.0
1677,24,110.0,5.0,78.0,39.0,11.0
1678,39,59.0,26.0,104.0,40.7,159.0
1679,30,86.0,29.0,107.0,40.8,182.0
1680,44,77.0,16.0,91.0,40.5,69.0
1681,71,98.0,24.0,99.0,40.9,175.0
1682,33,82.0,3.0,83.0,39.0,8.0
1683,23,60.0,26.0,112.0,40.5,174.0
1684,37,81.0,7.0,81.0,39.4,23.0
1685,26,57.0,20.0,92.0,40.8,93.0
1686,25,62.0,4.0,86.0,38.8,16.0
1687,52,64.0,8.0,88.0,39.8,37.0
1688,61,85.0,2.0,73.0,38.2,5.0
1689,35,63.0,20.0,103.0,40.4,118.0
1690,26,101.0,3.0,86.0,38.5,10.0
1691,33,65.0,16.0,92.0,40.1,74.0
1692,48,103.0,15.0,96.0,40.3,88.0
1693,20,80.0,18.0,101.0,40.4,86.0
1694,73,91.0,18.0,103.0,40.1,111.0
1695,27,65.0,9.0,87.0,39.4,24.0
1696,42,57.0,22.0,110.0,40.6,151.0
1697,38,82.0,24.0,101.0,40.9,136.0
1698,36,100.0,4.0,77.0,39.0,9.0
1699,69,76.0,15.0,102.0,40.3,108.0
1700,21,89.0,9.0,83.0,39.8,21.0
1701,53,69.0,30.0,110.0,41.0,206.0
1702,26,84.0,17.0,104.0,40.3,95.0
1703,28,42.0,9.0,93.0,40.0,45.0
1704,23,65.0,26.0,108.0,40.6,161.0
1705,64,74.0,6.0,97.0,39.1,34.0
1706,47,64.0,21.0,107.0,40.6,137.0
1707,50,99.0,3.0,81.0,38.3,11.0
1708,49,79.0,27.0,102.0,41.2,157.0
1709,28,58.0,21.0,100.0,40.4,116.0
1710,24,64.0,13.0,89.0,39.8,54.0
1711,33,45.0,12.0,90.0,39.5,57.0
1712,72,69.0,4.0,86.0,38.7,19.0
1713,60,98.0,10.0,91.0,39.8,56.0
1714,51,66.0,11.0,84.0,40.1,45.0
1715,75,96.0,21.0,103.0,40.4,169.0
1716,47,95.0,12.0,90.0,40.4,57.0
1717,46,69.0,26.0,103.0,40.6,156.0
1718,37,62.0,9.0,89.0,39.6,40.0
1719,30,91.0,26.0,112.0,40.7,185.0
1720,56,49.0,14.0,92.0,40.1,74.0
1721,40,69.0,16.0,102.0,40.3,90.0
1722,26,63.0,22.0,106.0,40.4,133.0
1723,45,62.0,8.0,86.0,39.4,34.0
1724,41,103.0,18.0,103.0,40.5,118.0
1725,23,45.0,4.0,91.0,39.3,19.0
1726,49,71.0,27.0,107.0,40.8,185.0
1727,23,55.0,3.0,83.0,38.3,11.0
1728,25,66.0,9.0,91.0,39.7,39.0
1729,53,78.0,20.0,93.0,40.8,102.0
1730,43,92.0,13.0,104.0,40.0,85.0
1731,37,57.0,3.0,78.0,38.7,10.0
1732,34,63.0,29.0,119.0,41.3,220.0
1733,55,62.0,19.0,95.0,40.7,103.0
1734,32,86.0,3.0,80.0,38.5,7.0
1735,53,79.0,9.0,86.0,39.7,37.0
1736,33,72.0,9.0,89.0,39.9,38.0
1737,20,92.0,28.0,108.0,40.9,170.0
1738,22,73.0,7.0,85.0,39.1,25.0
1739,47,74.0,18.0,103.0,40.0,112.0
1740,35,58.0,2.0,77.0,38.2,6.0
1741,20,86.0,22.0,103.0,40.7,114.0
1742,31,48.0,7.0,87.0,39.8,30.0
1743,42,72.0,23.0,104.0,40.6,138.0
1744,57,97.0,17.0,96.0,40.4,105.0
1745,37,85.0,10.0,90.0,39.6,40.0
1746,70,80.0,22.0,105.0,40.5,143.0
1747,31,81.0,8.0,78.0,39.7,15.0
1748,30,95.0,12.0,91.0,40.2,49.0
1749,61,75.0,24.0,106.0,41.1,177.0
1750,35,63.0,19.0,92.0,40.4,90.0
1751,67,63.0,12.0,89.0,40.0,59.0
1752,72,83.0,24.0,105.0,40.8,190.0
1753,25,73.0,10.0,86.0,39.8,38.0
1754,60,64.0,16.0,98.0,40.2,93.0
1755,23,93.0,19.0,108.0,40.2,118.0
1756,67,58.0,9.0,92.0,39.9,48.0
1757,49,62.0,2.0,84.0,38.5,8.0
1758,30,64.0,14.0,89.0,40.4,60.0
1759,66,52.0,24.0,110.0,40.5,176.0
1760,32,81.0,4.0,92.0,39.1,18.0
1761,38,76.0,25.0,101.0,40.9,138.0
1762,24,85.0,9.0,75.0,39.9,10.0
1763,29,66.0,19.0,92.0,40.4,87.0
1764,32,63.0,14.0,88.0,39.9,59.0
1765,56,86.0,20.0,105.0,40.7,144.0
1766,67,56.0,4.0,74.0,39.0,14.0
1767,44,67.0,19.0,81.0,40.5,69.0
1768,60,59.0,4.0,77.0,38.6,14.0
1769,36,103.0,10.0,99.0,39.7,57.0
1770,69,44.0,22.0,102.0,40.4,146.0
1771,24,61.0,16.0,81.0,40.0,54.0
1772,45,60.0,12.0,83.0,40.0,48.0
1773,20,94.0,25.0,103.0,40.7,134.0
1774,28,81.0,28.0,108.0,41.2,174.0
1775,57,93.0,2.0,82.0,38.4,8.0
1776,55,87.0,12.0,95.0,39.8,68.0
1777,53,54.0,15.0,86.0,40.2,68.0
1778,40,92.0,23.0,105.0,40.8,151.0
1779,55,73.0,16.0,97.0,40.1,87.0
1780,49,86.0,11.0,90.0,39.8,51.0
1781,45,77.0,15.0,97.0,40.4,78.0
1782,56,95.0,5.0,82.0,39.0,20.0
1783,32,58.0,19.0,99.0,40.6,87.0
1784,33,88.0,10.0,90.0,39.7,39.0
1785,39,62.0,29.0,113.0,41.0,204.0
1786,24,92.0,13.0,91.0,40.0,48.0
1787,26,99.0,30.0,118.0,41.1,240.0
1789,34,68.0,23.0,103.0,40.5,126.0
1790,44,86.0,13.0,101.0,40.0,79.0
1791,28,78.0,19.0,91.0,40.2,68.0
1792,32,49.0,15.0,93.0,40.3,74.0
1793,21,90.0,23.0,103.0,40.9,122.0
1794,55,100.0,21.0,100.0,40.9,141.0
1795,78,80.0,21.0,100.0,40.8,128.0
1796,31,97.0,9.0,94.0,39.7,41.0
1797,22,85.0,3.0,87.0,38.2,9.0
1798,56,76.0,11.0,86.0,39.6,47.0
1799,36,75.0,13.0,90.0,40.3,49.0
1800,27,49.0,22.0,98.0,40.5,119.0
1801,54,72.0,28.0,110.0,40.9,192.0
1802,23,95.0,27.0,104.0,40.5,153.0
1803,21,71.0,3.0,88.0,38.7,8.0
1804,25,75.0,21.0,102.0,40.4,106.0
1805,76,69.0,12.0,86.0,39.9,57.0
1806,31,58.0,24.0,104.0,40.4,144.0
1807,67,77.0,3.0,77.0,38.3,10.0
1808,64,87.0,12.0,89.0,40.0,63.0
1809,39,103.0,2.0,74.0,38.2,4.0
1810,21,56.0,29.0,115.0,40.9,204.0
1811,26,86.0,8.0,96.0,39.4,35.0
1812,27,69.0,24.0,104.0,41.0,138.0
1813,20,87.0,25.0,106.0,40.1,141.0
1814,77,74.0,24.0,107.0,40.8,199.0
1815,31,69.0,6.0,86.0,39.0,24.0
1816,42,83.0,28.0,114.0,40.8,219.0
1817,21,64.0,24.0,104.0,41.0,138.0
1818,27,60.0,4.0,82.0,38.7,14.0
1819,26,44.0,15.0,88.0,40.2,66.0
1820,30,52.0,30.0,104.0,40.9,182.0
1821,59,55.0,20.0,96.0,40.4,113.0
1822,30,79.0,10.0,95.0,40.1,43.0
1823,27,63.0,15.0,104.0,40.2,88.0
1824,30,87.0,10.0,87.0,39.7,33.0
1825,26,62.0,15.0,97.0,40.2,77.0
1826,60,64.0,21.0,100.0,40.3,126.0
1827,76,55.0,27.0,112.0,40.5,207.0
1828,48,54.0,4.0,91.0,38.9,20.0
1829,28,75.0,25.0,101.0,40.9,126.0
1830,20,59.0,6.0,83.0,39.3,21.0
1831,30,66.0,27.0,99.0,40.9,144.0
1832,46,80.0,2.0,89.0,38.1,8.0
1833,42,80.0,8.0,93.0,39.4,37.0
1834,58,54.0,24.0,107.0,40.4,164.0
1835,59,93.0,6.0,85.0,39.3,27.0
1836,26,66.0,20.0,107.0,40.3,122.0
1837,47,57.0,21.0,99.0,40.7,121.0
1838,32,52.0,20.0,100.0,40.3,113.0
1839,44,89.0,14.0,96.0,40.2,75.0
1840,54,71.0,11.0,88.0,39.7,50.0
1841,28,82.0,3.0,83.0,38.6,7.0
1842,60,101.0,13.0,92.0,39.7,75.0
1843,42,58.0,9.0,97.0,39.8,49.0
1844,63,61.0,27.0,102.0,41.0,170.0
1845,32,59.0,25.0,110.0,40.7,166.0
1846,30,55.0,17.0,95.0,40.3,86.0
1847,30,52.0,23.0,96.0,40.5,120.0
1848,40,70.0,18.0,97.0,40.5,94.0
1849,21,87.0,10.0,96.0,39.9,42.0
1850,75,98.0,7.0,95.0,39.2,48.0
1851,49,84.0,28.0,104.0,40.8,187.0
1852,44,79.0,19.0,95.0,40.7,95.0
1853,23,75.0,15.0,97.0,40.3,63.0
1854,44,82.0,20.0,103.0,40.4,116.0
1855,29,82.0,19.0,103.0,40.5,105.0
1856,54,94.0,8.0,86.0,39.8,35.0
1857,66,88.0,8.0,85.0,39.8,38.0
1858,34,96.0,15.0,101.0,40.3,87.0
1859,28,71.0,6.0,83.0,39.3,21.0
1860,46,60.0,10.0,98.0,39.8,56.0
1861,25,65.0,14.0,94.0,39.8,66.0
1862,55,102.0,8.0,85.0,39.5,36.0
1863,65,55.0,18.0,103.0,40.5,117.0
1864,23,80.0,29.0,101.0,41.0,142.0
1865,20,70.0,5.0,81.0,39.5,16.0
1866,63,72.0,9.0,86.0,39.2,40.0
1867,59,69.0,1.0,82.0,38.0,4.0
1868,23,85.0,22.0,113.0,40.7,150.0
1869,48,57.0,2.0,91.0,38.6,10.0
1870,54,58.0,7.0,82.0,39.4,28.0
1871,45,91.0,25.0,109.0,41.0,185.0
1872,24,80.0,12.0,99.0,40.1,56.0
1873,26,63.0,17.0,92.0,40.5,77.0
1874,79,62.0,13.0,85.0,40.0,62.0
1875,59,55.0,9.0,101.0,39.7,56.0
1876,55,63.0,6.0,84.0,39.3,25.0
1877,28,75.0,15.0,100.0,40.6,73.0
1878,23,47.0,8.0,87.0,39.5,33.0
1880,50,53.0,27.0,107.0,40.8,181.0
1881,35,44.0,16.0,95.0,40.1,85.0
1882,20,56.0,26.0,103.0,40.4,149.0
1883,57,87.0,19.0,90.0,40.2,96.0
1884,24,67.0,8.0,95.0,39.4,38.0
1885,63,58.0,14.0,88.0,40.2,68.0
1886,64,50.0,28.0,112.0,40.8,211.0
1887,27,81.0,11.0,96.0,40.0,48.0
1888,29,60.0,2.0,80.0,38.2,7.0
1889,26,73.0,10.0,85.0,39.8,25.0
1890,68,59.0,13.0,93.0,40.0,71.0
1891,46,51.0,28.0,108.0,40.9,190.0
1892,25,84.0,19.0,102.0,40.6,99.0
1893,73,87.0,10.0,91.0,39.6,60.0
1894,41,59.0,3.0,85.0,38.6,12.0
1895,71,82.0,19.0,100.0,40.2,135.0
1896,59,38.0,17.0,98.0,40.4,104.0
1897,67,73.0,1.0,88.0,38.0,5.0
1898,57,82.0,22.0,112.0,40.2,181.0
1899,43,79.0,5.0,83.0,39.4,16.0
1900,73,95.0,21.0,103.0,40.4,167.0
1901,33,64.0,28.0,105.0,40.6,169.0
1902,42,87.0,21.0,107.0,40.1,144.0
1903,52,105.0,23.0,104.0,40.7,168.0
1904,73,82.0,27.0,104.0,40.7,211.0
1905,22,78.0,15.0,87.0,40.3,40.0
1906,45,57.0,24.0,110.0,40.5,165.0
1907,39,76.0,17.0,83.0,40.5,49.0
1908,47,73.0,28.0,101.0,40.9,161.0
1910,48,85.0,17.0,88.0,40.6,72.0
1911,75,61.0,5.0,77.0,39.2,19.0
1912,34,84.0,30.0,103.0,40.7,174.0
1913,20,91.0,12.0,97.0,40.1,53.0
1914,27,58.0,13.0,88.0,40.3,55.0
1915,36,79.0,6.0,89.0,39.1,22.0
1916,21,61.0,15.0,85.0,40.4,56.0
1917,22,93.0,3.0,76.0,38.4,4.0
1918,31,73.0,18.0,91.0,40.3,79.0
1919,31,94.0,19.0,98.0,40.3,98.0
1920,21,74.0,3.0,81.0,38.6,5.0
1921,25,68.0,12.0,100.0,40.2,64.0
1922,50,73.0,6.0,88.0,39.3,26.0
1923,31,96.0,12.0,95.0,40.4,57.0
1924,45,87.0,14.0,98.0,40.0,79.0
1925,30,59.0,19.0,98.0,40.6,101.0
1926,74,109.0,17.0,99.0,40.1,131.0
1927,57,84.0,28.0,108.0,40.9,215.0
1928,41,79.0,25.0,102.0,40.4,142.0
1929,72,99.0,15.0,99.0,40.4,111.0
1930,67,89.0,29.0,110.0,41.1,249.0
1931,47,89.0,30.0,113.0,41.1,242.0
1932,55,72.0,21.0,99.0,40.7,119.0
1933,77,102.0,15.0,94.0,40.1,104.0
1934,58,77.0,6.0,80.0,39.3,20.0
1935,29,67.0,13.0,88.0,40.1,54.0
1936,52,65.0,7.0,93.0,39.0,36.0
1937,68,90.0,24.0,104.0,40.8,186.0
1938,37,82.0,11.0,89.0,39.8,42.0
1939,36,69.0,12.0,95.0,39.8,60.0
1940,39,60.0,12.0,91.0,40.2,57.0
1941,20,51.0,11.0,86.0,39.9,44.0
1942,21,64.0,13.0,90.0,40.1,55.0
1943,31,98.0,2.0,87.0,38.5,7.0
1944,38,60.0,19.0,96.0,40.5,99.0
1945,21,75.0,20.0,100.0,40.6,103.0
1946,49,64.0,6.0,89.0,39.6,28.0
1947,31,82.0,6.0,87.0,39.1,19.0
1948,28,56.0,11.0,93.0,40.0,53.0
1949,54,59.0,24.0,114.0,40.8,179.0
1950,33,83.0,24.0,116.0,40.3,185.0
1951,67,84.0,9.0,93.0,39.9,53.0
1952,22,59.0,16.0,104.0,40.1,93.0
1953,49,69.0,23.0,104.0,40.7,142.0
1954,46,73.0,26.0,101.0,40.7,152.0
1955,43,66.0,12.0,89.0,40.1,54.0
1956,40,59.0,7.0,81.0,39.8,26.0
1957,32,66.0,19.0,101.0,40.7,106.0
1958,54,90.0,7.0,84.0,39.4,28.0
1959,25,86.0,23.0,101.0,40.5,118.0
1960,58,62.0,28.0,105.0,40.7,183.0
1961,74,87.0,9.0,93.0,39.8,57.0
1962,43,88.0,4.0,89.0,39.2,17.0
1963,54,79.0,19.0,105.0,40.3,132.0
1965,41,54.0,26.0,102.0,40.7,156.0
1966,22,93.0,8.0,90.0,39.6,28.0
1967,64,60.0,24.0,103.0,40.4,155.0
1968,53,77.0,17.0,95.0,40.1,88.0
1969,22,62.0,4.0,86.0,38.3,9.0
1970,32,55.0,8.0,89.0,39.5,36.0
1971,56,66.0,7.0,88.0,39.4,32.0
1972,51,76.0,8.0,86.0,39.3,33.0
1973,53,68.0,24.0,102.0,41.1,145.0
1974,22,81.0,21.0,101.0,40.3,102.0
1975,24,56.0,15.0,98.0,39.7,79.0
1976,20,57.0,12.0,95.0,39.8,58.0
1977,22,52.0,22.0,102.0,40.7,125.0
1978,39,69.0,30.0,108.0,41.0,195.0
1979,49,57.0,10.0,89.0,40.2,47.0
1980,68,99.0,19.0,98.0,40.4,133.0
1981,37,77.0,22.0,105.0,40.5,134.0
1982,41,73.0,29.0,119.0,41.1,219.0
1983,44,94.0,28.0,109.0,41.1,208.0
1984,36,96.0,23.0,97.0,40.4,121.0
1985,44,69.0,27.0,107.0,40.9,178.0
1986,48,69.0,21.0,101.0,40.3,122.0
1987,22,104.0,17.0,92.0,40.3,68.0
1988,64,69.0,11.0,85.0,39.7,48.0
1989,39,74.0,26.0,106.0,40.8,159.0
1990,52,70.0,14.0,99.0,40.4,79.0
1991,20,98.0,22.0,100.0,40.7,110.0
1992,38,57.0,5.0,83.0,39.3,19.0
1993,64,64.0,17.0,101.0,40.1,105.0
1994,65,112.0,25.0,106.0,40.9,209.0
1995,21,71.0,28.0,111.0,40.9,171.0
1996,44,74.0,13.0,98.0,39.9,70.0
1997,67,91.0,26.0,99.0,40.7,147.0
1998,59,56.0,10.0,98.0,39.9,59.0
1999,51,91.0,24.0,98.0,40.9,145.0
2000,64,77.0,27.0,112.0,40.8,194.0
2001,27,83.0,13.0,93.0,40.2,51.0
2002,58,102.0,15.0,91.0,40.4,83.0
2003,63,67.0,24.0,110.0,40.6,170.0
2004,59,56.0,23.0,102.0,40.8,145.0
2005,43,56.0,25.0,105.0,40.6,158.0
2006,50,71.0,21.0,101.0,40.4,122.0
2007,65,41.0,3.0,83.0,38.7,14.0
2008,49,78.0,23.0,106.0,40.9,158.0
2009,44,70.0,18.0,94.0,40.3,90.0
2010,42,81.0,16.0,87.0,40.3,60.0
2011,52,64.0,24.0,96.0,41.0,130.0
2012,79,71.0,5.0,98.0,38.9,30.0
2013,45,85.0,17.0,100.0,40.2,101.0
2014,36,93.0,11.0,93.0,39.8,51.0
2015,39,78.0,6.0,88.0,39.4,25.0
2016,59,76.0,8.0,78.0,39.4,25.0
2017,36,88.0,6.0,88.0,38.8,22.0
2018,78,57.0,12.0,83.0,40.0,55.0
2019,38,94.0,28.0,118.0,40.7,238.0
