,User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
931,16100787,0,33,171.0,74.0,7.0,95.0,39.4,34.0
932,12924695,0,76,154.0,56.0,22.0,98.0,40.6,136.0
933,17557307,0,25,183.0,77.0,7.0,100.0,39.3,36.0
934,14526211,0,55,155.0,55.0,9.0,88.0,40.0,43.0
935,10530197,1,27,189.0,93.0,16.0,95.0,40.3,71.0
936,18293094,0,42,165.0,63.0,8.0,94.0,39.5,40.0
937,10687000,0,54,159.0,54.0,24.0,107.0,40.6,163.0
938,17887624,0,68,164.0,63.0,26.0,110.0,41.3,188.0
939,13510620,0,33,155.0,55.0,4.0,80.0,38.7,14.0
940,16994106,1,27,197.0,92.0,3.0,85.0,38.6,9.0
941,18591421,1,20,184.0,78.0,18.0,87.0,40.1,47.0
942,16583091,0,28,163.0,58.0,27.0,99.0,41.1,146.0
943,15814407,1,54,195.0,100.0,25.0,106.0,40.7,189.0
944,14353562,1,42,196.0,93.0,14.0,93.0,40.0,68.0
945,13396008,1,43,174.0,78.0,11.0,94.0,39.8,52.0
946,17761956,0,48,165.0,65.0,14.0,85.0,40.0,58.0
947,13685979,1,52,171.0,78.0,5.0,86.0,39.2,20.0
948,12562714,0,65,165.0,61.0,12.0,98.0,40.0,71.0
949,16106250,0,31,160.0,60.0,12.0,95.0,40.2,60.0
950,14912530,1,40,177.0,81.0,8.0,83.0,39.6,24.0
951,12790385,1,62,178.0,85.0,16.0,99.0,40.6,105.0
952,17483493,1,29,186.0,91.0,8.0,84.0,39.6,23.0
953,12412298,0,50,159.0,59.0,30.0,106.0,41.1,196.0
954,14806334,1,73,190.0,95.0,10.0,97.0,39.4,70.0
955,16636721,1,37,195.0,99.0,6.0,82.0,39.1,19.0
956,12295344,0,60,162.0,63.0,12.0,100.0,39.9,72.0
957,10413805,1,25,184.0,82.0,10.0,88.0,39.9,31.0
958,18284780,0,34,135.0,41.0,14.0,92.0,40.2,70.0
959,13481966,1,29,190.0,84.0,21.0,102.0,40.4,114.0
960,16130359,0,20,166.0,64.0,2.0,74.0,38.2,5.0
961,18648123,1,35,175.0,80.0,26.0,106.0,40.7,162.0
962,12006675,1,35,186.0,83.0,19.0,100.0,40.6,102.0
963,10260043,1,45,166.0,74.0,7.0,91.0,39.4,30.0
964,13646159,0,46,168.0,65.0,26.0,106.0,41.0,166.0
965,18331223,1,50,187.0,81.0,5.0,83.0,39.2,18.0
966,18050793,0,78,150.0,54.0,8.0,87.0,39.6,40.0
967,19851050,0,40,174.0,75.0,3.0,92.0,38.7,14.0
968,12411828,0,66,174.0,74.0,23.0,99.0,40.8,135.0
969,17590100,0,61,158.0,60.0,23.0,102.0,40.5,144.0
970,14923338,0,48,159.0,63.0,17.0,87.0,40.0,75.0
971,19385382,0,20,176.0,69.0,10.0,84.0,40.2,35.0
972,16178848,0,50,170.0,68.0,3.0,84.0,38.4,12.0
973,17768835,0,64,154.0,61.0,20.0,94.0,41.0,109.0
974,11874293,1,48,199.0,110.0,6.0,81.0,39.4,22.0
975,14267850,1,29,187.0,91.0,24.0,103.0,40.6,137.0
976,11685376,0,47,162.0,58.0,17.0,95.0,40.4,90.0
977,11544557,0,20,166.0,60.0,15.0,98.0,40.3,77.0
978,11483730,1,32,180.0,86.0,23.0,106.0,40.6,143.0
979,18728608,0,59,182.0,84.0,17.0,92.0,40.3,82.0
980,15309902,0,20,172.0,60.0,20.0,102.0,40.7,111.0
981,19069422,1,64,209.0,112.0,18.0,100.0,40.4,133.0
982,10699781,1,31,191.0,98.0,4.0,85.0,38.7,13.0
983,12346765,0,30,171.0,68.0,7.0,91.0,39.6,31.0
984,13460239,0,72,166.0,66.0,19.0,102.0,40.2,121.0
985,19127767,0,45,159.0,62.0,8.0,94.0,39.6,41.0
986,19623536,1,29,169.0,72.0,20.0,101.0,40.0,100.0
987,13724595,0,37,170.0,64.0,20.0,105.0,40.3,122.0
988,14724770,0,24,167.0,66.0,12.0,89.0,40.0,50.0
989,19058297,0,38,169.0,64.0,9.0,99.0,39.5,49.0
990,10530300,1,57,175.0,76.0,28.0,109.0,40.6,214.0
991,17120461,0,50,153.0,56.0,26.0,108.0,40.7,176.0
992,17188766,0,40,177.0,74.0,29.0,97.0,41.0,150.0
993,17918574,0,24,171.0,72.0,27.0,101.0,41.0,145.0
994,13251809,1,47,192.0,93.0,13.0,95.0,40.3,71.0
995,18278454,1,50,185.0,83.0,13.0,97.0,40.3,74.0
996,11963638,0,46,151.0,52.0,25.0,113.0,40.5,183.0
997,17277065,1,38,185.0,91.0,5.0,82.0,39.2,15.0
998,15906490,1,30,189.0,95.0,21.0,103.0,40.8,123.0
999,16325355,0,42,162.0,66.0,21.0,96.0,40.4,110.0
1000,11519009,0,56,167.0,70.0,19.0,103.0,40.7,117.0
1001,11721128,0,39,155.0,54.0,26.0,105.0,41.1,164.0
1002,10554747,1,64,195.0,99.0,13.0,87.0,40.3,67.0
1003,12530660,1,35,178.0,79.0,3.0,82.0,38.7,8.0
1004,12263999,1,73,200.0,106.0,12.0,89.0,40.0,73.0
1005,16435736,1,26,180.0,88.0,4.0,91.0,38.8,15.0
1006,15813794,0,40,154.0,59.0,14.0,90.0,40.3,65.0
1007,15715378,0,63,171.0,73.0,8.0,88.0,40.2,37.0
1008,18476144,1,40,169.0,70.0,22.0,101.0,40.5,121.0
1009,19085705,0,33,151.0,51.0,16.0,88.0,40.3,71.0
1010,19890878,0,64,175.0,67.0,19.0,101.0,40.6,117.0
1011,10241519,0,21,179.0,72.0,7.0,82.0,39.4,23.0
1012,12793069,1,41,183.0,85.0,29.0,100.0,41.0,166.0
1013,15330323,1,58,191.0,99.0,16.0,94.0,40.2,95.0
1015,19743732,1,28,187.0,88.0,22.0,109.0,40.4,143.0
1017,17503482,1,44,177.0,83.0,28.0,110.0,41.2,205.0
1018,10028780,0,20,170.0,67.0,17.0,93.0,40.3,76.0
1019,17164452,1,59,177.0,81.0,9.0,87.0,39.6,41.0
1020,17551114,1,22,189.0,86.0,14.0,105.0,40.0,78.0
1021,15987630,1,35,194.0,95.0,2.0,79.0,38.6,5.0
1022,16509162,1,24,177.0,81.0,9.0,85.0,39.8,23.0
1023,12421249,1,60,199.0,107.0,26.0,112.0,40.6,232.0
1024,12429676,1,55,192.0,91.0,16.0,98.0,40.3,100.0
1025,13172958,0,39,179.0,74.0,16.0,98.0,40.4,84.0
1026,14414496,1,45,196.0,94.0,10.0,91.0,39.9,48.0
1027,12964208,1,59,178.0,86.0,22.0,99.0,40.3,142.0
1028,18883192,0,38,166.0,63.0,2.0,85.0,38.3,8.0
1029,16871011,1,20,182.0,80.0,3.0,85.0,39.0,7.0
1030,16807137,1,37,183.0,88.0,24.0,104.0,40.4,149.0
1031,11476534,0,37,170.0,71.0,21.0,96.0,40.5,106.0
1032,18036473,1,38,194.0,101.0,14.0,90.0,39.8,62.0
1033,18168592,0,33,153.0,52.0,18.0,93.0,40.1,89.0
1034,12698942,0,60,151.0,58.0,27.0,105.0,40.9,179.0
1035,17549375,0,62,182.0,76.0,10.0,82.0,39.6,39.0
1036,12619351,1,64,183.0,89.0,26.0,107.0,40.9,207.0
1037,19125737,1,26,188.0,81.0,3.0,82.0,38.5,7.0
1038,15417547,1,62,190.0,95.0,11.0,93.0,40.1,65.0
1039,18723537,0,56,159.0,60.0,5.0,91.0,38.7,25.0
1040,12341136,0,53,164.0,65.0,13.0,98.0,40.3,73.0
1041,12609769,1,25,205.0,110.0,22.0,96.0,40.8,108.0
1042,13460467,1,60,166.0,69.0,28.0,102.0,40.7,185.0
1043,17926631,1,25,204.0,107.0,21.0,98.0,40.2,108.0
1044,17050506,0,37,174.0,75.0,19.0,106.0,40.4,115.0
1045,10763040,0,22,174.0,67.0,6.0,98.0,39.3,30.0
1046,15920115,0,46,159.0,59.0,28.0,109.0,41.0,190.0
1047,15019770,1,24,186.0,90.0,13.0,97.0,39.7,59.0
1048,10583829,0,31,177.0,72.0,10.0,93.0,39.4,46.0
1049,13053708,1,31,198.0,99.0,28.0,107.0,40.9,185.0
1050,18147883,1,21,160.0,68.0,6.0,90.0,39.4,17.0
1051,10662184,1,44,171.0,80.0,26.0,112.0,40.8,197.0
1052,10151428,0,32,162.0,65.0,16.0,94.0,40.1,78.0
1053,16131570,0,20,156.0,51.0,20.0,88.0,40.5,84.0
1054,17136693,0,31,133.0,45.0,3.0,84.0,38.0,12.0
1055,15482468,0,26,173.0,68.0,25.0,98.0,40.6,128.0
1056,16819144,0,22,152.0,55.0,22.0,98.0,40.5,115.0
1057,12768402,1,30,178.0,84.0,8.0,80.0,39.5,17.0
1058,12980735,0,60,170.0,68.0,25.0,102.0,41.3,154.0
1059,12694662,1,24,188.0,90.0,19.0,103.0,40.3,104.0
1060,11962233,1,73,169.0,72.0,15.0,92.0,40.2,87.0
1061,13218598,1,34,192.0,99.0,27.0,113.0,40.7,206.0
1062,11455433,0,34,162.0,62.0,8.0,98.0,39.7,43.0
1063,10529633,0,58,164.0,62.0,12.0,93.0,39.7,63.0
1064,13044360,1,35,178.0,82.0,23.0,104.0,40.6,137.0
1065,18294429,0,20,161.0,55.0,8.0,86.0,39.5,31.0
1066,13873228,0,39,155.0,56.0,6.0,81.0,39.1,22.0
1067,12006711,0,23,148.0,48.0,13.0,77.0,40.2,40.0
1068,15172637,0,75,171.0,68.0,22.0,94.0,40.8,122.0
1069,16890948,0,27,163.0,67.0,22.0,93.0,40.3,102.0
1070,18813111,1,79,200.0,108.0,26.0,97.0,40.9,198.0
1071,17883082,0,27,166.0,66.0,28.0,109.0,40.7,178.0
1072,18226303,0,27,160.0,55.0,19.0,102.0,40.5,109.0
1073,10424923,1,40,185.0,87.0,25.0,102.0,40.7,150.0
1074,15492056,1,25,187.0,80.0,21.0,106.0,40.5,121.0
1075,19245364,1,68,174.0,78.0,5.0,88.0,39.2,25.0
1076,15091991,1,44,169.0,77.0,16.0,91.0,40.2,69.0
1077,14662485,0,30,168.0,61.0,28.0,105.0,41.4,169.0
1078,14180543,1,49,182.0,85.0,9.0,87.0,39.5,37.0
1079,17911757,1,76,179.0,85.0,16.0,98.0,40.3,114.0
1080,16821445,1,70,178.0,80.0,14.0,83.0,40.2,62.0
1081,12520261,0,44,154.0,52.0,16.0,102.0,40.3,97.0
1082,11897253,0,21,139.0,43.0,17.0,98.0,40.2,91.0
1083,16684429,0,36,161.0,56.0,17.0,91.0,40.4,80.0
1084,12734223,1,55,193.0,98.0,24.0,112.0,40.8,204.0
1085,18790504,0,40,147.0,50.0,23.0,107.0,40.8,151.0
1086,19896062,1,45,179.0,80.0,5.0,88.0,39.5,20.0
1087,13073159,0,64,155.0,60.0,21.0,102.0,40.6,133.0
1088,18079088,0,52,176.0,70.0,14.0,89.0,40.4,64.0
1089,17191800,1,20,172.0,72.0,9.0,88.0,39.8,24.0
1090,17352375,1,76,183.0,85.0,11.0,87.0,40.0,60.0
1091,16953277,0,22,157.0,59.0,27.0,113.0,40.9,183.0
1092,11923028,1,75,187.0,92.0,7.0,86.0,39.5,38.0
1093,13270565,0,31,162.0,63.0,22.0,100.0,40.9,121.0
1094,14843952,0,20,151.0,51.0,27.0,101.0,41.1,150.0
1095,11007329,0,22,171.0,63.0,14.0,101.0,40.3,76.0
1096,16662695,0,27,166.0,66.0,27.0,106.0,40.5,163.0
1097,10264634,1,67,160.0,66.0,9.0,92.0,40.1,48.0
1098,10479179,0,29,154.0,55.0,5.0,85.0,38.8,20.0
1099,18282322,1,45,194.0,97.0,6.0,91.0,39.6,29.0
1100,10285556,1,30,182.0,84.0,8.0,85.0,39.7,23.0
1101,11375991,0,50,174.0,68.0,11.0,95.0,40.1,58.0
1102,14285460,0,55,157.0,57.0,24.0,105.0,40.5,157.0
1103,13851025,1,21,181.0,79.0,19.0,103.0,40.4,97.0
1104,13725302,0,43,149.0,51.0,4.0,95.0,38.7,21.0
1105,14861386,0,59,159.0,65.0,29.0,105.0,40.9,188.0
1106,19872887,1,32,182.0,83.0,17.0,108.0,40.4,110.0
1107,10211651,1,76,193.0,104.0,16.0,90.0,40.4,101.0
1108,11972182,1,29,176.0,73.0,3.0,80.0,38.8,6.0
1109,15579682,0,48,182.0,72.0,5.0,82.0,39.2,19.0
1110,11371337,1,44,165.0,70.0,5.0,97.0,39.2,25.0
1111,17220466,1,76,189.0,99.0,18.0,93.0,40.0,120.0
1112,12917234,0,23,166.0,65.0,29.0,108.0,41.5,179.0
1113,17081401,1,60,171.0,71.0,20.0,96.0,40.7,115.0
1114,14556630,1,39,189.0,93.0,20.0,100.0,40.4,116.0
1115,19449486,0,56,176.0,70.0,8.0,86.0,39.5,35.0
1116,11526566,1,24,183.0,82.0,14.0,88.0,40.3,42.0
1117,11569838,1,31,189.0,88.0,12.0,98.0,40.1,60.0
1118,12262135,0,49,156.0,55.0,11.0,96.0,39.8,60.0
1119,17486297,1,22,185.0,80.0,27.0,112.0,40.7,176.0
1120,16644341,1,48,177.0,85.0,1.0,80.0,38.1,3.0
1121,16048075,1,23,173.0,78.0,3.0,88.0,38.7,9.0
1122,17859714,1,60,169.0,70.0,2.0,84.0,38.0,8.0
1123,11789688,0,28,161.0,64.0,7.0,88.0,39.3,29.0
1124,12321468,0,38,162.0,68.0,2.0,81.0,38.6,7.0
1125,10344316,1,45,196.0,102.0,27.0,110.0,41.0,210.0
1126,19123344,0,35,162.0,63.0,3.0,86.0,38.5,12.0
1127,14474568,1,56,199.0,101.0,5.0,84.0,39.0,22.0
1128,19836836,0,27,159.0,57.0,17.0,95.0,40.3,85.0
1129,17177794,1,55,179.0,81.0,21.0,105.0,40.7,148.0
1130,11702467,0,34,170.0,68.0,25.0,100.0,40.9,137.0
1131,19390875,0,27,154.0,53.0,2.0,79.0,38.5,7.0
1132,11473760,1,42,196.0,101.0,17.0,87.0,40.1,71.0
1133,12031314,1,36,188.0,88.0,14.0,91.0,40.1,59.0
1134,17784068,0,30,169.0,63.0,5.0,83.0,38.8,18.0
1135,19352299,0,31,151.0,52.0,5.0,79.0,39.1,17.0
1136,17321957,1,38,182.0,81.0,19.0,99.0,40.1,101.0
1137,11728393,1,35,163.0,66.0,29.0,112.0,40.9,198.0
1138,15770843,0,59,157.0,61.0,7.0,90.0,39.4,35.0
1139,18875049,1,42,186.0,83.0,11.0,94.0,40.1,53.0
1140,19896812,1,76,189.0,91.0,22.0,103.0,40.8,176.0
1141,18146125,1,74,192.0,92.0,20.0,101.0,40.8,152.0
1142,11673300,1,74,179.0,90.0,3.0,82.0,38.8,14.0
1143,13122222,1,24,166.0,63.0,13.0,99.0,39.9,56.0
1144,10769898,1,28,181.0,81.0,16.0,96.0,40.2,71.0
1145,11267173,1,78,179.0,84.0,30.0,110.0,40.8,270.0
1146,18725130,1,36,199.0,98.0,12.0,94.0,40.0,58.0
1147,14316328,0,61,163.0,64.0,10.0,95.0,39.6,55.0
1148,13460654,1,28,194.0,91.0,10.0,106.0,40.1,61.0
1149,15056843,1,60,183.0,85.0,8.0,84.0,39.6,34.0
1150,17759646,1,43,191.0,91.0,10.0,93.0,39.8,49.0
1151,18498182,1,26,199.0,99.0,17.0,105.0,39.9,103.0
1152,13126814,0,32,173.0,68.0,9.0,87.0,39.5,36.0
1153,15438943,1,22,195.0,91.0,6.0,81.0,39.4,12.0
1154,12142970,0,38,169.0,67.0,3.0,85.0,38.5,12.0
1155,10145022,1,42,184.0,86.0,14.0,92.0,39.9,64.0
1156,15217102,1,32,198.0,100.0,29.0,105.0,40.8,185.0
1157,18734065,1,26,175.0,74.0,22.0,97.0,40.8,95.0
1158,13100619,0,40,155.0,54.0,19.0,98.0,40.5,106.0
1159,19941033,1,52,197.0,100.0,20.0,98.0,40.8,126.0
1160,14747428,1,39,183.0,83.0,20.0,91.0,40.2,85.0
1161,14095043,0,28,176.0,78.0,27.0,112.0,40.3,176.0
1162,16438829,0,43,168.0,61.0,8.0,89.0,39.7,36.0
1163,14971039,1,21,194.0,88.0,27.0,104.0,40.8,147.0
1164,11973957,1,41,182.0,83.0,16.0,94.0,40.2,76.0
1165,11378800,0,62,165.0,69.0,18.0,97.0,40.7,102.0
1166,18881969,1,27,203.0,109.0,8.0,88.0,39.8,30.0
1167,13807859,0,54,172.0,69.0,10.0,87.0,39.3,44.0
1168,17921612,1,73,192.0,92.0,11.0,87.0,40.0,60.0
1169,13979985,1,28,191.0,93.0,17.0,98.0,40.2,84.0
1170,15630986,1,32,175.0,73.0,29.0,114.0,41.2,207.0
1171,15481999,0,63,150.0,54.0,15.0,99.0,40.0,91.0
1172,11093186,0,72,162.0,61.0,13.0,94.0,40.0,73.0
1173,10250780,0,38,172.0,65.0,11.0,93.0,39.6,53.0
1174,14693952,1,34,196.0,98.0,14.0,88.0,40.4,54.0
1175,14193376,1,29,182.0,84.0,10.0,99.0,39.8,50.0
1176,13725532,1,39,176.0,76.0,23.0,109.0,40.7,156.0
1177,18537428,1,33,190.0,93.0,20.0,99.0,40.4,107.0
1178,16352651,0,59,171.0,71.0,5.0,94.0,39.2,26.0
1179,11090303,1,44,192.0,101.0,23.0,106.0,40.5,164.0
1180,19038048,0,67,156.0,56.0,5.0,85.0,39.0,23.0
1181,12503152,1,26,196.0,101.0,15.0,92.0,40.2,62.0
1182,10964398,0,60,157.0,61.0,12.0,93.0,40.1,63.0
1183,18218453,0,40,165.0,61.0,16.0,100.0,39.7,91.0
1184,10800990,0,46,174.0,72.0,11.0,92.0,39.7,53.0
1185,13581119,0,49,174.0,69.0,22.0,103.0,40.5,133.0
1186,15060881,0,66,153.0,55.0,13.0,90.0,40.0,67.0
1187,15183337,1,62,209.0,110.0,8.0,87.0,39.4,43.0
1188,10601792,1,24,192.0,86.0,27.0,106.0,40.5,157.0
1189,18750212,1,45,189.0,89.0,3.0,91.0,38.3,14.0
1190,12626916,1,20,180.0,79.0,10.0,94.0,39.9,37.0
1191,15800905,0,27,160.0,55.0,23.0,105.0,40.6,140.0
1192,15814922,0,68,163.0,57.0,13.0,95.0,40.2,74.0
1193,15971438,0,24,149.0,46.0,27.0,112.0,40.8,186.0
1194,13421628,1,43,191.0,97.0,26.0,119.0,40.8,233.0
1195,10698004,0,44,166.0,64.0,25.0,101.0,40.8,145.0
1196,18797618,0,65,176.0,75.0,28.0,111.0,40.6,199.0
1197,17403075,0,45,154.0,60.0,10.0,92.0,39.7,49.0
1199,16014802,1,20,183.0,83.0,25.0,104.0,41.0,132.0
1200,15868612,1,35,206.0,109.0,8.0,91.0,39.6,37.0
1201,14034778,1,28,183.0,88.0,6.0,78.0,39.4,11.0
1202,12801794,0,41,173.0,69.0,28.0,108.0,41.0,180.0
1203,16829670,1,74,186.0,93.0,11.0,95.0,39.7,74.0
1204,17901486,0,22,180.0,77.0,5.0,78.0,39.0,14.0
1205,11290722,0,44,155.0,57.0,5.0,89.0,39.2,23.0
1206,13775465,1,34,175.0,71.0,21.0,95.0,40.6,91.0
1207,12113548,1,27,187.0,89.0,11.0,94.0,40.0,47.0
1208,14951216,0,22,173.0,67.0,17.0,95.0,40.6,81.0
1209,13032527,0,45,176.0,76.0,14.0,100.0,40.4,78.0
1210,17280545,0,20,175.0,69.0,22.0,98.0,40.5,110.0
1211,16535331,1,59,179.0,85.0,7.0,85.0,39.3,30.0
1212,14028377,1,72,167.0,68.0,24.0,103.0,41.0,175.0
1213,19455241,0,29,138.0,45.0,28.0,105.0,40.6,175.0
1214,14320607,0,67,168.0,64.0,6.0,93.0,39.3,32.0
1215,11772753,1,39,194.0,95.0,14.0,98.0,40.3,78.0
1216,17066422,1,68,185.0,85.0,26.0,102.0,40.5,190.0
1217,12841523,0,20,167.0,66.0,25.0,117.0,40.8,177.0
1218,14682069,1,36,172.0,70.0,7.0,87.0,39.3,22.0
1219,13783030,1,32,177.0,83.0,30.0,105.0,41.1,180.0
1220,11933707,0,26,164.0,62.0,29.0,99.0,41.1,154.0
1221,16402304,0,43,176.0,75.0,6.0,81.0,39.2,21.0
1222,19363282,1,35,174.0,75.0,9.0,101.0,39.9,48.0
1223,16991682,1,34,195.0,95.0,21.0,101.0,40.5,121.0
1224,17492547,0,24,171.0,63.0,17.0,95.0,40.9,82.0
1225,16971500,1,21,162.0,67.0,12.0,94.0,40.1,42.0
1226,13086636,0,44,174.0,75.0,26.0,94.0,40.5,128.0
1227,15439851,1,64,198.0,103.0,28.0,108.0,40.9,236.0
1228,19633240,0,58,163.0,60.0,29.0,103.0,41.1,184.0
1229,15922334,1,41,200.0,98.0,2.0,82.0,38.1,7.0
1230,10589768,0,22,177.0,71.0,15.0,98.0,40.4,75.0
1231,19091100,0,28,163.0,61.0,9.0,92.0,39.7,42.0
1232,11569781,1,24,183.0,83.0,26.0,109.0,40.6,162.0
1233,12011673,0,54,152.0,53.0,19.0,101.0,40.2,117.0
1234,16677930,0,43,181.0,80.0,10.0,91.0,39.9,45.0
1235,14651283,0,26,170.0,73.0,8.0,82.0,39.6,27.0
1236,15934377,0,54,169.0,70.0,18.0,97.0,40.3,99.0
1237,10877907,1,28,180.0,78.0,17.0,97.0,40.4,76.0
1238,16581155,1,43,205.0,103.0,16.0,101.0,40.4,102.0
1239,12831258,0,28,143.0,46.0,4.0,84.0,38.4,16.0
1240,10899952,0,45,167.0,63.0,6.0,84.0,39.5,24.0
1241,16247462,1,22,188.0,93.0,29.0,107.0,40.6,175.0
1242,15391819,0,28,173.0,65.0,10.0,96.0,40.0,50.0
1243,19676857,0,23,174.0,70.0,3.0,78.0,38.3,9.0
1244,13044466,0,20,173.0,72.0,8.0,81.0,39.7,25.0
1245,10381933,1,52,180.0,77.0,20.0,108.0,40.2,146.0
1246,16171290,1,51,169.0,69.0,20.0,100.0,40.1,117.0
1247,12150397,0,29,169.0,69.0,15.0,97.0,40.4,76.0
1248,17181471,0,76,160.0,59.0,12.0,85.0,40.0,57.0
1249,13987360,1,30,190.0,94.0,28.0,111.0,41.0,197.0
1250,11800007,1,30,185.0,88.0,30.0,110.0,40.9,203.0
1251,16833337,0,38,163.0,59.0,6.0,76.0,39.5,19.0
1252,19359534,1,26,182.0,82.0,25.0,98.0,40.7,116.0
1253,13395260,1,23,198.0,96.0,13.0,90.0,40.1,47.0
1254,15740792,0,27,182.0,71.0,7.0,89.0,39.6,29.0
1255,17566450,0,64,174.0,69.0,4.0,88.0,38.7,19.0
1256,13806415,0,64,164.0,67.0,4.0,91.0,39.2,20.0
1257,19986370,1,48,177.0,81.0,28.0,111.0,40.9,214.0
1258,13531149,0,23,183.0,71.0,17.0,91.0,40.5,73.0
1259,19025353,0,26,140.0,48.0,9.0,92.0,39.7,43.0
1260,13571433,0,79,174.0,76.0,26.0,112.0,40.7,194.0
1261,18821278,0,38,154.0,57.0,20.0,95.0,40.8,103.0
1262,16616757,0,29,167.0,64.0,5.0,86.0,39.1,20.0
1263,13544263,0,43,168.0,70.0,24.0,100.0,40.6,135.0
1264,17341420,0,68,151.0,58.0,2.0,75.0,38.0,7.0
1265,19962435,0,69,163.0,62.0,19.0,94.0,40.3,105.0
1266,17360501,1,26,181.0,81.0,4.0,79.0,39.1,7.0
1267,17813684,0,31,186.0,75.0,20.0,101.0,40.6,109.0
1269,13761965,1,31,182.0,86.0,9.0,86.0,39.8,28.0
1270,10244000,1,25,158.0,58.0,11.0,79.0,39.7,13.0
1271,16578345,1,37,167.0,73.0,25.0,103.0,40.9,143.0
1272,18708916,1,32,167.0,66.0,5.0,83.0,39.3,12.0
1273,11877816,1,20,181.0,78.0,23.0,102.0,40.6,112.0
1274,15070037,0,79,153.0,54.0,4.0,80.0,39.2,17.0
1275,11743129,1,71,193.0,97.0,8.0,88.0,39.4,45.0
1276,16843490,1,57,179.0,87.0,29.0,105.0,41.1,211.0
1277,18557816,1,32,182.0,87.0,20.0,98.0,40.7,101.0
1278,11658955,1,44,185.0,82.0,14.0,100.0,40.5,81.0
1279,10414602,1,44,175.0,80.0,28.0,102.0,40.8,170.0
1280,10834489,0,20,171.0,69.0,25.0,109.0,41.0,155.0
1281,15919796,1,39,192.0,91.0,10.0,89.0,40.2,41.0
1282,13019750,1,54,193.0,95.0,16.0,100.0,40.3,105.0
1283,11362951,1,59,194.0,98.0,15.0,85.0,40.5,69.0
1284,16187872,0,23,185.0,80.0,8.0,91.0,39.4,33.0
1285,19238785,1,35,202.0,105.0,5.0,81.0,39.3,15.0
1286,13005855,0,64,172.0,70.0,13.0,97.0,39.8,74.0
1287,12393209,1,43,179.0,84.0,11.0,97.0,39.7,59.0
1288,18678172,1,30,199.0,99.0,16.0,103.0,40.3,95.0
1289,13790614,0,21,159.0,56.0,2.0,89.0,38.0,8.0
1290,18548442,1,53,174.0,82.0,29.0,112.0,40.9,233.0
1291,10162683,0,53,147.0,49.0,18.0,101.0,40.2,111.0
1292,17079569,0,36,172.0,73.0,10.0,92.0,39.9,46.0
1293,10356022,0,63,155.0,57.0,27.0,116.0,40.8,212.0
1294,17538416,0,34,169.0,68.0,7.0,88.0,39.3,29.0
1295,13843078,1,22,174.0,71.0,22.0,115.0,41.2,149.0
1296,13808692,1,52,203.0,107.0,20.0,100.0,40.4,135.0
1298,16259836,0,55,179.0,74.0,16.0,105.0,40.5,101.0
1299,11876292,0,53,171.0,69.0,25.0,109.0,40.6,169.0
1300,18905927,1,52,190.0,94.0,25.0,107.0,41.0,188.0
1301,17553234,1,28,187.0,85.0,25.0,100.0,40.7,127.0
1302,19999257,1,21,176.0,75.0,19.0,109.0,40.5,112.0
1303,11560169,0,21,167.0,63.0,22.0,102.0,40.8,122.0
1304,18695270,1,40,191.0,88.0,18.0,101.0,40.3,106.0
1305,13945472,1,34,195.0,93.0,22.0,108.0,40.7,149.0
1306,17762788,0,43,167.0,67.0,23.0,99.0,40.9,128.0
1307,17166077,1,48,197.0,107.0,24.0,103.0,40.6,168.0
1308,10014515,0,38,164.0,64.0,8.0,90.0,39.8,36.0
1309,19540261,1,52,184.0,85.0,22.0,101.0,40.4,141.0
1310,19091879,0,26,160.0,56.0,25.0,107.0,40.4,156.0
1311,17993440,1,21,178.0,77.0,13.0,97.0,40.0,54.0
1312,10890600,0,60,161.0,59.0,7.0,82.0,39.5,29.0
1313,13132405,0,78,159.0,56.0,18.0,93.0,40.4,102.0
1314,14325469,1,66,190.0,94.0,25.0,101.0,40.8,182.0
1315,19738383,1,29,173.0,79.0,2.0,76.0,38.1,3.0
1316,14194141,1,21,185.0,84.0,15.0,100.0,40.0,71.0
1317,18516704,1,54,164.0,73.0,8.0,94.0,39.4,41.0
1318,18849982,0,41,162.0,63.0,6.0,76.0,39.3,19.0
1319,14435938,1,27,180.0,80.0,11.0,95.0,40.0,46.0
1320,14647387,1,38,181.0,81.0,26.0,102.0,41.2,151.0
1321,14468088,1,23,182.0,86.0,20.0,102.0,40.4,104.0
1322,11400795,1,23,180.0,74.0,25.0,98.0,40.8,108.0
1323,13710236,0,27,157.0,54.0,17.0,95.0,40.3,85.0
1324,16920179,0,59,150.0,48.0,23.0,100.0,40.5,143.0
1325,14466129,1,53,171.0,81.0,8.0,96.0,39.2,45.0
1326,13989217,0,35,145.0,48.0,4.0,90.0,38.9,19.0
1327,15521491,0,27,155.0,55.0,3.0,80.0,38.3,10.0
1328,16769607,1,54,186.0,89.0,27.0,112.0,40.8,223.0
1329,15025623,0,71,176.0,71.0,7.0,87.0,39.4,33.0
1330,17045391,1,32,196.0,95.0,19.0,98.0,40.4,99.0
1331,18752401,0,78,169.0,64.0,12.0,88.0,40.1,60.0
1332,17714049,1,21,198.0,101.0,7.0,86.0,39.1,21.0
1333,13538142,1,20,178.0,76.0,11.0,97.0,39.7,45.0
1334,12491906,0,59,160.0,59.0,20.0,94.0,40.2,108.0
1335,14909400,1,58,188.0,88.0,18.0,93.0,40.6,100.0
